"DOI","Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus"
"10.1371/journal.pone.0006126",07/01/09,2009,"PLoS ONE","RA","Replication Independent Formation of Extrachromosomal Circular DNA in Mammalian Cell-Free System",0,0,0
"10.1371/journal.pone.0006127",07/02/09,2009,"PLoS ONE","RA","Models of Emergency Departments for Reducing Patient Waiting Times",0,0,0
"10.1371/journal.pone.0006128",07/03/09,2009,"PLoS ONE","RA","Structure-Function Analysis of Nucleolin and ErbB Receptors Interactions",0,0,0
"10.1371/journal.pone.0006129",07/02/09,2009,"PLoS ONE","RA","Bili Inhibits Wnt/?-Catenin Signaling by Regulating the Recruitment of Axin to LRP6",0,0,0
"10.1371/journal.pone.0006130",07/02/09,2009,"PLoS ONE","RA","Acquisition of Cell?Cell Fusion Activity by Amino Acid Substitutions in Spike Protein Determines the Infectivity of a Coronavirus in Cultured Cells",0,0,0
"10.1371/journal.pone.0006131",07/03/09,2009,"PLoS ONE","RA","Local Calcium Elevation and Cell Elongation Initiate Guided Motility in Electrically Stimulated Osteoblast-Like Cells",0,0,0
"10.1371/journal.pone.0006132",07/02/09,2009,"PLoS ONE","RA","Germ Cell Transplantation Using Sexually Competent Fish: An Approach for Rapid Propagation of Endangered and Valuable Germlines",0,0,0
"10.1371/journal.pone.0006133",07/02/09,2009,"PLoS ONE","RA","Multiple Horizontal Gene Transfer Events and Domain Fusions Have Created Novel Regulatory and Metabolic Networks in the Oomycete Genome",0,0,0
"10.1371/journal.pone.0006134",07/03/09,2009,"PLoS ONE","RA","Pulse Wave Analysis in Normal Pregnancy: A Prospective Longitudinal Study",0,0,0
"10.1371/journal.pone.0006135",07/03/09,2009,"PLoS ONE","RA","Interactions between ? Subunits of the KCNMB Family and Slo3: ?4 Selectively Modulates Slo3 Expression and Function",0,0,0
"10.1371/journal.pone.0006136",07/03/09,2009,"PLoS ONE","RA","Conserved Amino Acid Sequence Features in the ? Subunits of MoFe, VFe, and FeFe Nitrogenases",0,0,0
"10.1371/journal.pone.0006137",07/10/09,2009,"PLoS ONE","RA","A Multidrug ABC Transporter with a Taste for Salt",0,0,0
"10.1371/journal.pone.0006138",07/09/09,2009,"PLoS ONE","RA","Common Genetic Variation Near the Phospholamban Gene Is Associated with Cardiac Repolarisation: Meta-Analysis of Three Genome-Wide Association Studies",0,0,0
"10.1371/journal.pone.0006139",07/03/09,2009,"PLoS ONE","RA","Modulation of Gene Expression in Actinobacillus pleuropneumoniae Exposed to Bronchoalveolar Fluid",0,0,0
"10.1371/journal.pone.0006140",07/08/09,2009,"PLoS ONE","RA","The Status of Wildlife in Protected Areas Compared to Non-Protected Areas of Kenya",0,0,0
"10.1371/journal.pone.0006141",07/03/09,2009,"PLoS ONE","RA","Hair Sheep Blood, Citrated or Defibrinated, Fulfills All Requirements of Blood Agar for Diagnostic Microbiology Laboratory Tests",0,0,0
"10.1371/journal.pone.0006142",07/03/09,2009,"PLoS ONE","RA","Rhythms of Consciousness: Binocular Rivalry Reveals Large-Scale Oscillatory Network Dynamics Mediating Visual Perception",0,0,0
"10.1371/journal.pone.0006143",07/03/09,2009,"PLoS ONE","RA","microRNA Expression during Trophectoderm Specification",0,0,0
"10.1371/journal.pone.0006144",07/03/09,2009,"PLoS ONE","RA","A Conserved Ethylene Biosynthesis Enzyme Leads to Andromonoecy in Two Cucumis Species",0,0,0
"10.1371/journal.pone.0006145",07/03/09,2009,"PLoS ONE","RA","The Incidence Risk, Clustering, and Clinical Presentation of La Crosse Virus Infections in the Eastern United States, 2003?2007",0,0,0
"10.1371/journal.pone.0006146",07/03/09,2009,"PLoS ONE","RA","Molecular Profiling of Breast Cancer Cell Lines Defines Relevant Tumor Models and Provides a Resource for Cancer Gene Discovery",0,0,0
"10.1371/journal.pone.0006147",07/07/09,2009,"PLoS ONE","RA","Pyrin Modulates the Intracellular Distribution of PSTPIP1",0,0,0
"10.1371/journal.pone.0006148",07/09/09,2009,"PLoS ONE","RA","Biophysical Mechanism for Ras-Nanocluster Formation and Signaling in Plasma Membrane",0,0,0
"10.1371/journal.pone.0006149",07/07/09,2009,"PLoS ONE","RA","Evolutionary Insights from a Genetically Divergent Hantavirus Harbored by the European Common Mole (Talpa europaea)",0,0,0
"10.1371/journal.pone.0006150",07/07/09,2009,"PLoS ONE","RA","Age, but Not Experience, Affects Courtship Gene Expression in Male Drosophila melanogaster",0,0,0
"10.1371/journal.pone.0006151",07/07/09,2009,"PLoS ONE","RA","Seasonal Movements, Aggregations and Diving Behavior of Atlantic Bluefin Tuna (Thunnus thynnus) Revealed with Archival Tags",0,0,0
"10.1371/journal.pone.0006152",07/07/09,2009,"PLoS ONE","RA","The Complex Regulation of HIC (Human I-mfa Domain Containing Protein) Expression",0,0,0
"10.1371/journal.pone.0006153",07/07/09,2009,"PLoS ONE","RA","Proinflammatory and Th2 Cytokines Regulate the High Affinity IgE Receptor (Fc?RI) and IgE-Dependant Activation of Human Airway Smooth Muscle Cells",0,0,0
"10.1371/journal.pone.0006154",07/07/09,2009,"PLoS ONE","RA","L-Dopa Medication in Parkinson's Disease Restores Activity in the Motor Cortico-Striatal Loop but Does Not Modify the Cognitive Network",0,0,0
"10.1371/journal.pone.0006155",07/14/09,2009,"PLoS ONE","RA","Cellular Contractility Requires Ubiquitin Mediated Proteolysis",0,0,0
"10.1371/journal.pone.0006156",07/07/09,2009,"PLoS ONE","RA","Functional Imaging of Stimulus Convergence in Amygdalar Neurons during Pavlovian Fear Conditioning",0,0,0
"10.1371/journal.pone.0006157",07/07/09,2009,"PLoS ONE","RA","Allogeneic Non-Adherent Bone Marrow Cells Facilitate Hematopoietic Recovery but Do Not Lead to Allogeneic Engraftment",0,0,0
"10.1371/journal.pone.0006158",07/07/09,2009,"PLoS ONE","RA","Cytoprotective Nrf2 Pathway Is Induced In Chronically Txnrd 1-Deficient Hepatocytes",0,0,0
"10.1371/journal.pone.0006159",07/07/09,2009,"PLoS ONE","RA","Amplification and Overexpression of Hsa-miR-30b, Hsa-miR-30d and KHDRBS3 at 8q24.22-q24.23 in Medulloblastoma",0,0,0
"10.1371/journal.pone.0006160",07/07/09,2009,"PLoS ONE","RA","Predator-Induced Changes in Metabolism Cannot Explain the Growth/Predation Risk Tradeoff",0,0,0
"10.1371/journal.pone.0006161",07/07/09,2009,"PLoS ONE","RA","Translational Control of FOG-2 Expression in Cardiomyocytes by MicroRNA-130a",0,0,0
"10.1371/journal.pone.0006162",07/07/09,2009,"PLoS ONE","RA","Identification of Novel Reference Genes Using Multiplatform Expression Data and Their Validation for Quantitative Gene Expression Analysis",0,0,0
"10.1371/journal.pone.0006163",07/08/09,2009,"PLoS ONE","RA","Discovery of a Novel Prolactin in Non-Mammalian Vertebrates: Evolutionary Perspectives and Its Involvement in Teleost Retina Development",0,0,0
"10.1371/journal.pone.0006164",07/07/09,2009,"PLoS ONE","RA","The Pitcher Plant Sarracenia purpurea Can Directly Acquire Organic Nitrogen and Short-Circuit the Inorganic Nitrogen Cycle",0,0,0
"10.1371/journal.pone.0006165",07/07/09,2009,"PLoS ONE","RA","Quality of DNA Extracted from Mouthwashes",0,0,0
"10.1371/journal.pone.0006166",07/22/09,2009,"PLoS ONE","RA","Climatic Changes Lead to Declining Winter Chill for Fruit and Nut Trees in California during 1950?2099",0,0,0
"10.1371/journal.pone.0006167",07/08/09,2009,"PLoS ONE","RA","AQP1 Is Not Only a Water Channel: It Contributes to Cell Migration through Lin7/Beta-Catenin",0,0,0
"10.1371/journal.pone.0006168",07/08/09,2009,"PLoS ONE","RA","Characterization of Voltage-Gated Potassium Channels in Human Neural Progenitor Cells",0,0,0
"10.1371/journal.pone.0006169",07/08/09,2009,"PLoS ONE","RA","A Model of Postural Control in Quiet Standing: Robust Compensation of Delay-Induced Instability Using Intermittent Activation of Feedback Control",0,0,0
"10.1371/journal.pone.0006170",07/09/08,2008,"PLoS ONE","RA","Migratory Status Is Not Related to the Susceptibility to HPAIV H5N1 in an Insectivorous Passerine Species",0,0,0
"10.1371/journal.pone.0006171",07/09/09,2009,"PLoS ONE","RA","Reduced Viability, Fertility and Fecundity in Mice Lacking the Cajal Body Marker Protein, Coilin",0,0,0
"10.1371/journal.pone.0006172",07/09/09,2009,"PLoS ONE","RA","Targeted Resequencing and Analysis of the Diamond-Blackfan Anemia Disease Locus RPS19",0,0,0
"10.1371/journal.pone.0006173",07/09/09,2009,"PLoS ONE","RA","Contemporary Parallel Diversification, Antipredator Adaptations and Phenotypic Integration in an Aquatic Isopod",0,0,0
"10.1371/journal.pone.0006174",07/08/09,2009,"PLoS ONE","RA","Impact of Exercise in Community-Dwelling Older Adults",0,0,0
"10.1371/journal.pone.0006175",07/28/09,2009,"PLoS ONE","RA","Evaluation of the Possible Transmission of BSE and Scrapie to Gilthead Sea Bream (Sparus aurata)",0,0,0
"10.1371/journal.pone.0006176",07/15/09,2009,"PLoS ONE","RA","ProteinArchitect: Protein Evolution above the Sequence Level",0,0,0
"10.1371/journal.pone.0006177",07/08/09,2009,"PLoS ONE","RA","Self Reported Incidence and Morbidity of Acute Respiratory Illness among Deployed U.S. Military in Iraq and Afghanistan",0,0,0
"10.1371/journal.pone.0006178",07/08/09,2009,"PLoS ONE","RA","LPS-Induced Genes in Intestinal Tissue of the Sea Cucumber Holothuria glaberrima",0,0,0
"10.1371/journal.pone.0006179",07/09/09,2009,"PLoS ONE","RA","Essential Role for Schizosaccharomyces pombe pik1 in Septation",0,0,0
"10.1371/journal.pone.0006180",07/09/09,2009,"PLoS ONE","RA","Improvement of Sciatic Nerve Regeneration Using Laminin-Binding Human NGF-?",0,0,0
"10.1371/journal.pone.0006181",07/09/09,2009,"PLoS ONE","RA","The Schizosaccharomyces pombe Checkpoint Kinases Chk1 and Cds1 Are Important for Cell Survival in Response to Cisplatin",0,0,0
"10.1371/journal.pone.0006182",07/08/09,2009,"PLoS ONE","RA","Drosophila RISC Component VIG and Its Homolog Vig2 Impact Heterochromatin Formation",0,0,0
"10.1371/journal.pone.0006183",07/10/09,2009,"PLoS ONE","RA","Dissociable Perceptual Effects of Visual Adaptation",0,0,0
"10.1371/journal.pone.0006184",07/08/09,2009,"PLoS ONE","RA","Immunophenotypic Lymphocyte Profiles in Human African Trypanosomiasis",0,0,0
"10.1371/journal.pone.0006185",07/09/09,2009,"PLoS ONE","RA","Rubber Hand Illusion under Delayed Visual Feedback",0,0,0
"10.1371/journal.pone.0006186",07/09/09,2009,"PLoS ONE","RA","Oocyte-Specific Deletion of Pten in Mice Reveals a Stage-Specific Function of PTEN/PI3K Signaling in Oocytes in Controlling Follicular Activation",0,0,0
"10.1371/journal.pone.0006187",07/09/09,2009,"PLoS ONE","RA","Quantifying Inter- and Intra-Population Niche Variability Using Hierarchical Bayesian Stable Isotope Mixing Models",0,0,0
"10.1371/journal.pone.0006188",07/09/09,2009,"PLoS ONE","RA","Staphylococcal Enterotoxin A Induces Small Clusters of HLA-DR1 on B Cells",0,0,0
"10.1371/journal.pone.0006189",07/10/09,2009,"PLoS ONE","RA","Insulin Stimulates Adipogenesis through the Akt-TSC2-mTORC1 Pathway",0,0,0
"10.1371/journal.pone.0006190",07/03/09,2009,"PLoS ONE","RA","New Mid-Cretaceous (Latest Albian) Dinosaurs from Winton, Queensland, Australia",0,0,0
"10.1371/journal.pone.0006191",07/10/09,2009,"PLoS ONE","RA","Wnt Signaling Is Regulated by Endoplasmic Reticulum Retention",0,0,0
"10.1371/journal.pone.0006192",07/09/09,2009,"PLoS ONE","RA","Search for an Association between V249I and T280M CX3CR1 Genetic Polymorphisms, Endothelial Injury and Preeclampsia: The ECLAXIR Study",0,0,0
"10.1371/journal.pone.0006193",07/09/09,2009,"PLoS ONE","RA","A Novel Tandem Reporter Quantifies RNA Polymerase II Termination in Mammalian Cells",0,0,0
"10.1371/journal.pone.0006194",07/10/09,2009,"PLoS ONE","RA","Decaying Raphia farinifera Palm Trees Provide a Source of Sodium for Wild Chimpanzees in the Budongo Forest, Uganda",0,0,0
"10.1371/journal.pone.0006195",07/10/09,2009,"PLoS ONE","RA","Genomes2Drugs: Identifies Target Proteins and Lead Drugs from Proteome Data",0,0,0
"10.1371/journal.pone.0006196",07/10/09,2009,"PLoS ONE","RA","Reduction of Canine Plasminogen Leads to an Expanded Molecule which Precipitates",0,0,0
"10.1371/journal.pone.0006197",07/10/09,2009,"PLoS ONE","RA","CCL2 Accelerates Microglia-Mediated A? Oligomer Formation and Progression of Neurocognitive Dysfunction",0,0,0
"10.1371/journal.pone.0006198",07/10/09,2009,"PLoS ONE","RA","Certainty in Categorical Judgment of Size",0,0,0
"10.1371/journal.pone.0006199",07/13/09,2009,"PLoS ONE","RA","Aquaculture Enclosures Relate to the Establishment of Feral Populations of Introduced Species",0,0,0
"10.1371/journal.pone.0006200",07/10/09,2009,"PLoS ONE","RA","Induction of Thyroid Gene Expression and Radioiodine Uptake in Melanoma Cells: Novel Therapeutic Implications",0,0,0
"10.1371/journal.pone.0006201",07/10/09,2009,"PLoS ONE","RA","Base Flipping in Tn10 Transposition: An Active Flip and Capture Mechanism",0,0,0
"10.1371/journal.pone.0006202",07/09/09,2009,"PLoS ONE","RA","Regulation of the Drosophila Enhancer of split and invected-engrailed Gene Complexes by Sister Chromatid Cohesion Proteins",0,0,0
"10.1371/journal.pone.0006203",07/09/09,2009,"PLoS ONE","RA","Cutaneous Chronic Graft-Versus-Host Disease Does Not Have the Abnormal Endothelial Phenotype or Vascular Rarefaction Characteristic of Systemic Sclerosis",0,0,0
"10.1371/journal.pone.0006204",07/10/09,2009,"PLoS ONE","RA","In Situ Determination of the Effects of Lead and Copper on Cyanobacterial Populations in Microcosms",0,0,0
"10.1371/journal.pone.0006205",07/10/09,2009,"PLoS ONE","RA","Explaining Lengths and Shapes of Yeast by Scaling Arguments",0,0,0
"10.1371/journal.pone.0006206",07/09/09,2009,"PLoS ONE","RA","Molecular Mechanisms of HIF-1? Modulation Induced by Oxygen Tension and BMP2 in Glioblastoma Derived Cells",0,0,0
"10.1371/journal.pone.0006207",07/09/09,2009,"PLoS ONE","RA","Lack of IL-6 during Coxsackievirus Infection Heightens the Early Immune Response Resulting in Increased Severity of Chronic Autoimmune Myocarditis",0,0,0
"10.1371/journal.pone.0006208",07/09/09,2009,"PLoS ONE","RA","Involvement of Basal Ganglia Network in Motor Disabilities Induced by Typical Antipsychotics",0,0,0
"10.1371/journal.pone.0006209",07/10/09,2009,"PLoS ONE","RA","Heterogeneity in Macrophage Phagocytosis of Staphylococcus aureus Strains: High-Throughput Scanning Cytometry-Based Analysis",0,0,0
"10.1371/journal.pone.0006210",07/15/09,2009,"PLoS ONE","RA","Influence of Smoking on Colonic Gene Expression Profile in Crohn's Disease",0,0,0
"10.1371/journal.pone.0006211",07/10/09,2009,"PLoS ONE","RA","Energy Stores Are Not Altered by Long-Term Partial Sleep Deprivation in Drosophila melanogaster",0,0,0
"10.1371/journal.pone.0006212",07/10/09,2009,"PLoS ONE","RA","Biomarkers for Early and Late Stage Chronic Allograft Nephropathy by Proteogenomic Profiling of Peripheral Blood",0,0,0
"10.1371/journal.pone.0006213",07/10/09,2009,"PLoS ONE","RA","Involvement of the Post-Transcriptional Regulator Hfq in Yersinia pestis Virulence",0,0,0
"10.1371/journal.pone.0006214",07/10/09,2009,"PLoS ONE","RA","Differences between CusA and AcrB Crystallisation Highlighted by Protein Flexibility",0,0,0
"10.1371/journal.pone.0006215",07/10/09,2009,"PLoS ONE","RA","Chemicals Possessing a Neurotrophin-Like Activity on Dopaminergic Neurons in Primary Culture",0,0,0
"10.1371/journal.pone.0006216",07/13/09,2009,"PLoS ONE","RA","Biogeography and Virulence of Staphylococcus aureus",0,0,0
"10.1371/journal.pone.0006217",07/10/09,2009,"PLoS ONE","RA","Crystal Structure of the C-Terminal Cytoplasmic Domain of Non-Structural Protein 4 from Mouse Hepatitis Virus A59",0,0,0
"10.1371/journal.pone.0006218",07/13/09,2009,"PLoS ONE","RA","Mutant Glycyl-tRNA Synthetase (Gars) Ameliorates SOD1G93A Motor Neuron Degeneration Phenotype but Has Little Affect on Loa Dynein Heavy Chain Mutant Mice",0,0,0
"10.1371/journal.pone.0006219",07/13/09,2009,"PLoS ONE","RA","Cellular Microvesicle Pathways Can Be Targeted to Transfer Genetic Information between Non-Immune Cells",0,0,0
"10.1371/journal.pone.0006220",07/13/09,2009,"PLoS ONE","RA","Darpp-32 and Its Truncated Variant t-Darpp Have Antagonistic Effects on Breast Cancer Cell Growth and Herceptin Resistance",0,0,0
"10.1371/journal.pone.0006221",07/13/09,2009,"PLoS ONE","RA","Glucagon-Like Peptide-1 Induced Signaling and Insulin Secretion Do Not Drive Fuel and Energy Metabolism in Primary Rodent Pancreatic ?-Cells",0,0,0
"10.1371/journal.pone.0006222",07/13/09,2009,"PLoS ONE","RA","Exploration of the One-Bead One-Compound Methodology for the Design of Prolyl Oligopeptidase Substrates",0,0,0
"10.1371/journal.pone.0006223",07/15/09,2009,"PLoS ONE","RA","Contrasting Role of Octopamine in Appetitive and Aversive Learning in the Crab Chasmagnathus",0,0,0
"10.1371/journal.pone.0006224",07/13/09,2009,"PLoS ONE","RA","Expression of the Bcl-2 Protein BAD Promotes Prostate Cancer Growth",0,0,0
"10.1371/journal.pone.0006225",07/13/09,2009,"PLoS ONE","RA","Developmental Control of a Lepidopteran Pest Spodoptera exigua by Ingestion of Bacteria Expressing dsRNA of a Non-Midgut Gene",0,0,0
"10.1371/journal.pone.0006226",07/13/09,2009,"PLoS ONE","RA","Modeling of the Bacterial Mechanism of Methicillin-Resistance by a Systems Biology Approach",0,0,0
"10.1371/journal.pone.0006227",07/14/09,2009,"PLoS ONE","RA","A Novel and Efficient Gene Transfer Strategy Reduces Glial Reactivity and Improves Neuronal Survival and Axonal Growth In Vitro",0,0,0
"10.1371/journal.pone.0006228",07/14/09,2009,"PLoS ONE","RA","The Structural Dilemma of Bulk Polyethylene: An Intermediary Structure",0,0,0
"10.1371/journal.pone.0006229",07/14/09,2009,"PLoS ONE","RA","Detection of Cancer with Serum miRNAs on an Oligonucleotide Microarray",0,0,0
"10.1371/journal.pone.0006230",07/15/09,2009,"PLoS ONE","RA","Eyes Wide Shut: Amygdala Mediates Eyes-Closed Effect on Emotional Experience with Music",0,0,0
"10.1371/journal.pone.0006231",07/14/09,2009,"PLoS ONE","RA","A Comparative Proteomic Analysis of the Simple Amino Acid Repeat Distributions in Plasmodia Reveals Lineage Specific Amino Acid Selection",0,0,0
"10.1371/journal.pone.0006232",07/14/09,2009,"PLoS ONE","RA","Use of an EZ-Tn5-Based Random Mutagenesis System to Identify a Novel Toxin Regulatory Locus in Clostridium perfringens Strain 13",0,0,0
"10.1371/journal.pone.0006233",07/14/09,2009,"PLoS ONE","RA","Xeno-Free Defined Conditions for Culture of Human Embryonic Stem Cells, Neural Stem Cells and Dopaminergic Neurons Derived from Them",0,0,0
"10.1371/journal.pone.0006234",07/29/09,2009,"PLoS ONE","RA","Several Nuclear Events during Apoptosis Depend on Caspase-3 Activation but Do Not Constitute a Common Pathway",0,0,0
"10.1371/journal.pone.0006235",07/20/09,2009,"PLoS ONE","RA","Dissociated Fear and Spatial Learning in Mice with Deficiency of Ataxin-2",0,0,0
