"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total Citations","Days Old","Citations Per Day"
10/24/08,2008,"PLoS Genetics","RA","Evolution and Dynamics of Regulatory Architectures Controlling Polymyxin B Resistance in Enteric Bacteria",0,1,1,2,"360.47",0.01
06/04/08,2008,"PLoS ONE","RA","The Intermediate Filament Network in Cultured Human Keratinocytes Is Remarkably Extensible and Resilient",0,1,1,2,"502.47",0
10/24/08,2008,"PLoS Genetics","RA","Genetic Networks Controlling Structural Outcome of Glucosinolate Activation across Development",0,1,1,2,"360.47",0.01
02/27/09,2009,"PLoS Pathogens","RA","Export of a Toxoplasma gondii Rhoptry Neck Protein Complex at the Host Cell Membrane to Form the Moving Junction during Invasion",0,0,2,2,"234.47",0.01
02/24/09,2009,"PLoS ONE","RA","A Novel Immunological Assay for Hepcidin Quantification in Human Serum",1,0,1,2,"237.47",0.01
02/06/09,2009,"PLoS Computational Biology","RA","Social Contact Networks and Disease Eradicability under Voluntary Vaccination",1,1,0,2,"255.47",0.01
02/22/05,2005,"PLoS Medicine","non RA","Case-Based Study: From Prediabetes to Complications?Opportunities for Prevention",0,0,2,2,"1700.47",0
09/19/08,2008,"PLoS ONE","RA","MHC Class I Endosomal and Lysosomal Trafficking Coincides with Exogenous Antigen Loading in Dendritic Cells",0,1,1,2,"395.47",0.01
04/24/09,2009,"PLoS ONE","RA","Development and Characterization of a High Density SNP Genotyping Assay for Cattle",0,2,0,2,"178.47",0.01
04/17/07,2007,"PLoS Biology","non RA","An Incentive Solution to the Peer Review Problem",1,0,1,2,"916.47",0
09/23/08,2008,"PLoS Biology","RA","Rice XB15, a Protein Phosphatase 2C, Negatively Regulates Cell Death and XA21-Mediated Innate Immunity",0,1,1,2,"391.47",0.01
04/25/07,2007,"PLoS ONE","RA","Searching for Tissue-Specific Expression Pattern-Linked Nucleotides of UGT1A Isoforms",0,1,1,2,"908.47",0
09/19/08,2008,"PLoS ONE","RA","Courtship Initiation Is Stimulated by Acoustic Signals in Drosophila melanogaster",1,0,1,2,"395.47",0.01
07/25/08,2008,"PLoS Genetics","RA","Regulation of Zebrafish Skeletogenesis by ext2/dackel and papst1/pinscher",1,0,1,2,"451.47",0
05/27/05,2005,"PLoS Medicine","non RA","Why PLoS Sponsored a Roundtable of Medical Whistleblowers",1,1,0,2,"1606.47",0
09/25/07,2007,"PLoS Medicine","non RA","Correction: The Global Threat of Counterfeit Drugs: Why Industry and Governments Must Communicate the Dangers",1,0,1,2,"755.47",0
08/22/07,2007,"PLoS ONE","RA","Prefrontal Cortex and Somatosensory Cortex in Tactile Crossmodal Association: An Independent Component Analysis of ERP Recordings",1,0,1,2,"789.47",0
12/22/06,2006,"PLoS Clinical Trials","RA","Rifampicin/Cotrimoxazole/Isoniazid Versus Mefloquine or Quinine + Sulfadoxine- Pyrimethamine for Malaria: A Randomized Trial",1,1,0,2,"1032.47",0
12/03/08,2008,"PLoS ONE","RA","IQGAP1-Dependent Signaling Pathway Regulates Endothelial Cell Proliferation and Angiogenesis",0,0,2,2,"320.47",0.01
07/18/08,2008,"PLoS Genetics","RA","Identification of Drosophila Mitotic Genes by Combining Co-Expression Analysis and RNA Interference",1,1,0,2,"458.47",0
07/11/08,2008,"PLoS Pathogens","RA","Lysis of Endogenously Infected CD4+ T Cell Blasts by rIL-2 Activated Autologous Natural Killer Cells from HIV-Infected Viremic Individuals",0,0,2,2,"465.47",0
07/09/08,2008,"PLoS ONE","RA","Lifespan Mental Activity Predicts Diminished Rate of Hippocampal Atrophy",1,0,1,2,"467.47",0
06/28/05,2005,"PLoS Medicine","non RA","Some Tolerance for Fur?Animal Studies in PLoS Medicine",1,1,0,2,"1574.47",0
06/25/08,2008,"PLoS ONE","RA","Human Umbilical Cord Blood Treatment in a Mouse Model of ALS: Optimization of Cell Dose",1,0,1,2,"481.47",0
07/02/08,2008,"PLoS ONE","RA","Binding to the Minor Groove of the Double-Strand, Tau Protein Prevents DNA from Damage by Peroxidation",1,0,1,2,"474.47",0
08/15/07,2007,"PLoS ONE","RA","Selection against Spurious Promoter Motifs Correlates with Translational Efficiency across Bacteria",1,0,1,2,"796.47",0
07/02/08,2008,"PLoS ONE","RA","RelB-Dependent Stromal Cells Promote T-Cell Leukemogenesis",0,0,2,2,"474.47",0
08/01/08,2008,"PLoS Pathogens","RA","Histidine-Rich Glycoprotein Protects from Systemic Candida Infection",0,2,0,2,"444.47",0
01/09/08,2008,"PLoS ONE","RA","Life Depends upon Two Kinds of Water",1,0,1,2,"649.47",0
08/28/08,2008,"PLoS ONE","RA","Stochasticity and the Molecular Mechanisms of Induced Pluripotency",2,0,0,2,"417.47",0
08/29/08,2008,"PLoS Pathogens","non RA","HIV Vaccine Development in the Aftermath of the STEP Study: Re-Focus on Occult HIV Infection?",0,0,2,2,"416.47",0
08/22/07,2007,"PLoS ONE","RA","High Cooperativity of the SV40 Major Capsid Protein VP1 in Virus Assembly",0,1,1,2,"789.47",0
01/02/08,2008,"PLoS ONE","RA","Polyploidization as a Retraction Force in Plant Genome Evolution: Sequence Rearrangements in Triticale",1,0,1,2,"656.47",0
12/09/08,2008,"PLoS ONE","RA","Pattern Recognition in Pulmonary Tuberculosis Defined by High Content Peptide Microarray Chip Analysis Representing 61 Proteins from M. tuberculosis",1,0,1,2,"314.47",0.01
08/16/05,2005,"PLoS Biology","non RA","Comment on ?Recent Origin and Cultural Reversion of a Hunter?Gatherer Group?",1,1,0,2,"1525.47",0
11/12/08,2008,"PLoS ONE","RA","Genome-Scale Validation of Deep-Sequencing Libraries",1,0,1,2,"341.47",0.01
05/07/08,2008,"PLoS ONE","RA","Fiber Type-Specific Nitric Oxide Protects Oxidative Myofibers against Cachectic Stimuli",0,0,2,2,"530.47",0
04/25/08,2008,"PLoS Genetics","RA","Proofreading Activity of DNA Polymerase Pol2 Mediates 3?-End Processing during Nonhomologous End Joining in Yeast",0,0,2,2,"542.47",0
11/28/06,2006,"PLoS Medicine","non RA","Air Travel and the Spread of Influenza: Authors' Reply",0,0,2,2,"1056.47",0
05/07/08,2008,"PLoS ONE","RA","Long-Term Activity-Dependent Plasticity of Action Potential Propagation Delay and Amplitude in Cortical Networks",0,1,1,2,"530.47",0
02/24/09,2009,"PLoS ONE","RA","Transcription Factor Binding Sites Are Genetic Determinants of Retroviral Integration in the Human Genome",1,0,1,2,"237.47",0.01
11/27/08,2008,"PLoS ONE","RA","Properties and Distribution of Pure GA-Sequences of Mammalian Genomes",0,1,1,2,"326.47",0.01
11/23/07,2007,"PLoS Computational Biology","RA","Phenotypic Mutation Rates and the Abundance of Abnormal Proteins in Yeast",1,0,1,2,"696.47",0
10/10/08,2008,"PLoS Computational Biology","RA","A Learning Theory for Reward-Modulated Spike-Timing-Dependent Plasticity with Application to Biofeedback",1,1,0,2,"374.47",0.01
10/12/04,2004,"PLoS Biology","non RA","Nature's Nanotechnologists: Unveiling the Secrets of Diatoms",0,0,2,2,"1833.47",0
05/13/09,2009,"PLoS ONE","RA","Chromosomal Rearrangements between Serotype A and D Strains in Cryptococcus neoformans",0,1,1,2,"159.47",0.01
04/16/08,2008,"PLoS ONE","RA","Functional Significance of Allelic Variation at methuselah, an Aging Gene in Drosophila",1,0,1,2,"551.47",0
07/24/07,2007,"PLoS Medicine","non RA","A Student-Led Campaign to Help Tackle Neglected Tropical Diseases",0,1,1,2,"818.47",0
06/27/08,2008,"PLoS Pathogens","RA","HpaC Controls Substrate Specificity of the Xanthomonas Type III Secretion System",1,0,1,2,"479.47",0
12/02/08,2008,"PLoS ONE","RA","Sampling-Based Approaches to Improve Estimation of Mortality among Patient Dropouts: Experience from a Large PEPFAR-Funded Program in Western Kenya",0,2,0,2,"321.47",0.01
03/31/06,2006,"PLoS Pathogens","non RA","The Integration Hypothesis: An Evolutionary Pathway to Benign SIV Infection",1,0,1,2,"1298.47",0
05/07/08,2008,"PLoS ONE","RA","Activation of p38MAPK Contributes to Expanded Polyglutamine-Induced Cytotoxicity",1,0,1,2,"530.47",0
10/03/07,2007,"PLoS ONE","RA","Modulation of Motor Cortex Excitability by Physical Similarity with an Observed Hand Action",1,0,1,2,"747.47",0
08/22/08,2008,"PLoS Computational Biology","RA","Stroke Rehabilitation Reaches a Threshold",0,0,2,2,"423.47",0
11/20/08,2008,"PLoS ONE","RA","Flow-Cytometric Phosphoprotein Analysis Reveals Agonist and Temporal Differences in Responses of Murine Hematopoietic Stem/Progenitor Cells",1,1,0,2,"333.47",0.01
03/04/09,2009,"PLoS ONE","RA","Big Genomes Facilitate the Comparative Identification of Regulatory Elements",2,0,0,2,"229.47",0.01
04/10/09,2009,"PLoS Genetics","RA","Transcription Initiation Activity Sets Replication Origin Efficiency in Mammalian Cells",1,0,1,2,"192.47",0.01
03/06/09,2009,"PLoS ONE","RA","A Global View of Cancer-Specific Transcript Variants by Subtractive Transcriptome-Wide Analysis",1,1,0,2,"227.47",0.01
11/26/08,2008,"PLoS ONE","RA","The Major Surface-Associated Saccharides of Klebsiella pneumoniae Contribute to Host Cell Association",0,1,1,2,"327.47",0.01
02/06/07,2007,"PLoS Medicine","RA","Use of Modern Contraception by the Poor Is Falling Behind",0,1,1,2,"986.47",0
02/22/05,2005,"PLoS Medicine","non RA","Can Blood Gene Expression Predict Which Patients with Multiple Sclerosis Will Respond to Interferon?",2,0,0,2,"1700.47",0
10/31/08,2008,"PLoS Genetics","RA","Modifier Effects between Regulatory and Protein-Coding Variation",1,1,0,2,"353.47",0.01
12/26/07,2007,"PLoS ONE","RA","Colorectal Hyperplasia and Dysplasia Due to Human Carcinoembryonic Antigen (CEA) Family Member Expression in Transgenic Mice",1,0,1,2,"663.47",0
07/30/08,2008,"PLoS ONE","RA","Reversible Disassembly of the Actin Cytoskeleton Improves the Survival Rate and Developmental Competence of Cryopreserved Mouse Oocytes",0,1,1,2,"446.47",0
02/06/09,2009,"PLoS ONE","RA","Web Queries as a Source for Syndromic Surveillance",1,0,1,2,"255.47",0.01
06/11/08,2008,"PLoS ONE","RA","Antibody Complementarity-Determining Regions (CDRs) Can Display Differential Antimicrobial, Antiviral and Antitumor Activities",1,0,1,2,"495.47",0
10/17/08,2008,"PLoS Genetics","RA","The HLH-6 Transcription Factor Regulates C. elegans Pharyngeal Gland Development and Function",1,1,0,2,"367.47",0.01
08/20/08,2008,"PLoS ONE","RA","The Cellular Prion Protein PrPc Is Involved in the Proliferation of Epithelial Cells and in the Distribution of Junction-Associated Proteins",1,1,0,2,"425.47",0
09/24/08,2008,"PLoS ONE","RA","Proteolysis of proBDNF Is a Key Regulator in the Formation of Memory",0,0,2,2,"390.47",0.01
09/17/08,2008,"PLoS ONE","RA","Estimating Long-Term Survival of Critically Ill Patients: The PREDICT Model",0,0,2,2,"397.47",0.01
11/19/08,2008,"PLoS ONE","RA","GP-9s Are Ubiquitous Proteins Unlikely Involved in Olfactory Mediation of Social Organization in the Red Imported Fire Ant, Solenopsis invicta",1,0,1,2,"334.47",0.01
03/29/05,2005,"PLoS Medicine","non RA","How Does PLoS Medicine Manage Competing Interests?",0,2,0,2,"1665.47",0
01/30/08,2008,"PLoS ONE","RA","Selective Gene Expression by Postnatal Electroporation during Olfactory Interneuron Neurogenesis",1,0,1,2,"628.47",0
09/19/08,2008,"PLoS ONE","RA","Computational Structural Analysis: Multiple Proteins Bound to DNA",1,1,0,2,"395.47",0.01
12/14/07,2007,"PLoS Pathogens","RA","Hemophagocytic Macrophages Harbor Salmonella enterica during Persistent Infection",1,0,1,2,"675.47",0
12/28/07,2007,"PLoS Pathogens","RA","Convergent Use of RhoGAP Toxins by Eukaryotic Parasites and Bacterial Pathogens",0,0,2,2,"661.47",0
12/26/07,2007,"PLoS ONE","RA","Risk Assessment of Transmission of Sporadic Creutzfeldt-Jakob Disease in Endodontic Practice in Absence of Adequate Prion Inactivation",0,0,2,2,"663.47",0
06/04/08,2008,"PLoS ONE","RA","Shrub Invasion Decreases Diversity and Alters Community Stability in Northern Chihuahuan Desert Plant Communities",1,0,1,2,"502.47",0
06/04/08,2008,"PLoS ONE","RA","Introduced Mammalian Predators Induce Behavioural Changes in Parental Care in an Endemic New Zealand Bird",1,0,1,2,"502.47",0
04/03/07,2007,"PLoS Medicine","non RA","Type 2 Diabetes: Hypoinsulinism, Hyperinsulinism, or Both?",0,0,2,2,"930.47",0
08/12/08,2008,"PLoS Medicine","non RA","More Evidence Against a Causal Association between C-Reactive Protein and Diabetes",2,0,0,2,"433.47",0
10/17/08,2008,"PLoS Genetics","RA","Mechanisms Underlying Hypoxia Tolerance in Drosophila melanogaster: hairy as a Metabolic Switch",0,1,1,2,"367.47",0.01
11/20/08,2008,"PLoS ONE","RA","Thyroid Cancer Imaging In Vivo by Targeting the Anti-Apoptotic Molecule Galectin-3",1,0,1,2,"333.47",0.01
04/04/08,2008,"PLoS Pathogens","RA","The MHV68 M2 Protein Drives IL-10 Dependent B Cell Proliferation and Differentiation",0,1,1,2,"563.47",0
06/25/08,2008,"PLoS ONE","RA","Immunological Responses Elicited by Different Infection Regimes with Strongyloides ratti",1,1,0,2,"481.47",0
10/03/07,2007,"PLoS ONE","RA","Phylogeny, Diet, and Cranial Integration in Australodelphian Marsupials",1,0,1,2,"747.47",0
04/24/07,2007,"PLoS Medicine","non RA","Why Most Published Research Findings Are False: Problems in the Analysis",0,1,1,2,"909.47",0
04/09/08,2008,"PLoS ONE","RA","S1 Constrains S4 in the Voltage Sensor Domain of Kv7.1 K+ Channels",1,0,1,2,"558.47",0
06/18/08,2008,"PLoS ONE","RA","Optimal Probe Length Varies for Targets with High Sequence Variation: Implications for Probe Library Design for Resequencing Highly Variable Genes",1,0,1,2,"488.47",0
09/12/07,2007,"PLoS ONE","RA","No Language-Specific Activation during Linguistic Processing of Observed Actions",0,0,2,2,"768.47",0
03/20/09,2009,"PLoS Genetics","RA","Evolution of a Bacterial Regulon Controlling Virulence and Mg2+ Homeostasis",0,1,1,2,"213.47",0.01
07/16/08,2008,"PLoS ONE","RA","Does Sex-Selective Predation Stabilize or Destabilize Predator-Prey Dynamics?",1,0,1,2,"460.47",0
05/31/05,2005,"PLoS Medicine","non RA","Association between Injections and HIV Incidence",1,1,0,2,"1602.47",0
07/23/08,2008,"PLoS ONE","RA","Network Evolution of Body Plans",1,0,1,2,"453.47",0
05/07/08,2008,"PLoS ONE","RA","Prominent Plasmacytosis Following Intravenous Immunoglobulin Correlates with Clinical Improvement in Guillain-Barr? Syndrome",1,0,1,2,"530.47",0
05/14/08,2008,"PLoS ONE","RA","High Frequency of Copy Number Variations and Sequence Variants at CYP21A2 Locus: Implication for the Genetic Diagnosis of 21-Hydroxylase Deficiency",0,0,2,2,"523.47",0
01/30/08,2008,"PLoS ONE","RA","Transmissibility of the Influenza Virus in the 1918 Pandemic",1,0,1,2,"628.47",0
03/04/09,2009,"PLoS ONE","RA","Dietary Energy Density Affects Fat Mass in Early Adolescence and Is Not Modified by FTO Variants",1,0,1,2,"229.47",0.01
11/26/08,2008,"PLoS ONE","RA","Mitochondrial Disease in Autism Spectrum Disorder Patients: A Cohort Analysis",1,0,1,2,"327.47",0.01
12/14/07,2007,"PLoS Computational Biology","RA","The Per2 Negative Feedback Loop Sets the Period in the Mammalian Circadian Clock Mechanism",1,0,1,2,"675.47",0
11/13/08,2008,"PLoS ONE","RA","GC Content Increased at CpG Flanking Positions of Fish Genes Compared with Sea Squirt Orthologs as a Mechanism for Reducing Impact of DNA Methylation",0,1,1,2,"340.47",0.01
07/09/08,2008,"PLoS ONE","RA","The Pleiotropic Effects of Simvastatin on Retinal Microvascular Endothelium Has Important Implications for Ischaemic Retinopathies",1,0,1,2,"467.47",0
02/21/07,2007,"PLoS ONE","RA","Knockout Mice: Is It Just Genetics? Effect of Enriched Housing on Fibulin-4+/? Mice",1,0,1,2,"971.47",0
05/07/08,2008,"PLoS ONE","RA","Is Exercise Protective Against Influenza-Associated Mortality?",0,0,2,2,"530.47",0
01/02/08,2008,"PLoS ONE","RA","Spike Timing Dependent Plasticity Finds the Start of Repeating Patterns in Continuous Spike Trains",1,1,0,2,"656.47",0
08/20/08,2008,"PLoS ONE","RA","Phase Shift from a Coral to a Corallimorph-Dominated Reef Associated with a Shipwreck on Palmyra Atoll",0,0,2,2,"425.47",0
10/08/08,2008,"PLoS Neglected Tropical Diseases","RA","High Throughput Selection of Effective Serodiagnostics for Trypanosoma cruzi infection",0,1,1,2,"376.47",0.01
11/25/08,2008,"PLoS ONE","RA","Identification and Characterization of a New Orthoreovirus from Patients with Acute Respiratory Infections",1,0,1,2,"328.47",0.01
09/26/07,2007,"PLoS ONE","RA","Endocytosis of DNA-Hsp65 Alters the pH of the Late Endosome/Lysosome and Interferes with Antigen Presentation",0,0,2,2,"754.47",0
12/26/07,2007,"PLoS ONE","RA","Up-Regulation of Intestinal Vascular Endothelial Growth Factor by Afa/Dr Diffusely Adhering Escherichia coli",0,1,1,2,"663.47",0
11/03/08,2008,"PLoS ONE","RA","Structures of the Signal Recognition Particle Receptor from the Archaeon Pyrococcus furiosus: Implications for the Targeting Step at the Membrane",0,0,2,2,"350.47",0.01
11/06/07,2007,"PLoS Medicine","non RA","New Approaches to Filling the Gap in Tuberculosis Drug Discovery",0,0,2,2,"713.47",0
09/05/08,2008,"PLoS ONE","RA","Multiple Advantageous Amino Acid Variants in the NAT2 Gene in Human Populations",1,0,1,2,"409.47",0
01/09/09,2009,"PLoS Pathogens","RA","Control of Stochastic Gene Expression by Host Factors at the HIV Promoter",0,1,1,2,"283.47",0.01
09/26/07,2007,"PLoS ONE","RA","Stochastic Species Turnover and Stable Coexistence in a Species-Rich, Fire-Prone Plant Community",1,0,1,2,"754.47",0
11/05/08,2008,"PLoS ONE","RA","Sex Differences in Neural Activation to Facial Expressions Denoting Contempt and Disgust",1,0,1,2,"348.47",0.01
09/26/07,2007,"PLoS ONE","RA","Differential Association between HERG and KCNE1 or KCNE2",0,1,1,2,"754.47",0
02/25/09,2009,"PLoS ONE","RA","Development and Preliminary Evaluation of a Multivariate Index Assay for Ovarian Cancer",1,0,1,2,"236.47",0.01
08/22/06,2006,"PLoS Medicine","RA","Inflammatory Cytokines as Risk Factors for a First Venous Thrombosis: A Prospective Population-Based Study",0,0,2,2,"1154.47",0
12/26/07,2007,"PLoS ONE","RA","Cryptococcus neoformans Is Resistant to Surfactant Protein A Mediated Host Defense Mechanisms",0,0,2,2,"663.47",0
12/20/06,2006,"PLoS ONE","RA","Vaccinia Scars Associated with Improved Survival among Adults in Rural Guinea-Bissau",1,0,1,2,"1034.47",0
02/24/09,2009,"PLoS Biology","RA","Interaction with Phosphoinositides Confers Adaptation onto the TRPV1 Pain Receptor",1,0,1,2,"237.47",0.01
02/09/07,2007,"PLoS Clinical Trials","non RA","Phase III Trials Required to Resolve Clinical Equipoise over Optimal Fluid Management in Children with Severe Malaria",1,1,0,2,"983.47",0
05/15/07,2007,"PLoS Medicine","non RA","Migrating Ovaries: Early Life Influences on Later Gonadal Function",1,0,1,2,"888.47",0
05/07/08,2008,"PLoS ONE","RA","Infected Cell Killing by HIV-1 Protease Promotes NF-?B Dependent HIV-1 Replication",0,1,1,2,"530.47",0
05/31/05,2005,"PLoS Medicine","non RA","Unjustified Restrictions on Letters to the Editor",1,1,0,2,"1602.47",0
08/29/08,2008,"PLoS ONE","RA","Computational Identification of Four Spliceosomal snRNAs from the Deep-Branching Eukaryote Giardia intestinalis",1,0,1,2,"416.47",0
09/23/08,2008,"PLoS ONE","RA","Metagenomic Analysis of Lysogeny in Tampa Bay: Implications for Prophage Gene Expression",1,0,1,2,"391.47",0.01
12/30/08,2008,"PLoS ONE","RA","A Recalibrated Molecular Clock and Independent Origins for the Cholera Pandemic Clones",1,0,1,2,"293.47",0.01
